concept_id,jlpt_level,expression,reading,meaning,source,source_id,review_status
n4-vocab-1348530-54323200,N4,小鳥,ことり,"small bird","Jonathan Waller JLPT vocabulary list",1348530,seed
n4-vocab-1004690-3575d167,N4,このあいだ,このあいだ,"the other day,recently","Jonathan Waller JLPT vocabulary list",1004690,seed
n4-vocab-1004710-211387cf,N4,このごろ,このごろ,"these days,nowadays","Jonathan Waller JLPT vocabulary list",1004710,seed
n4-vocab-1295530-5a5b0e11,N4,細かい,こまかい,"small, fine","Jonathan Waller JLPT vocabulary list",1295530,seed
n4-vocab-1369900-05d36605,N4,塵,ごみ,rubbish,"Jonathan Waller JLPT vocabulary list",1369900,seed
n4-vocab-1593410-2354311d,N4,込む,こむ,"to be crowded","Jonathan Waller JLPT vocabulary list",1593410,seed
n4-vocab-1508750-069273e8,N4,米,こめ,"uncooked rice","Jonathan Waller JLPT vocabulary list",1508750,seed
n4-vocab-2217040-a0f6bcfc,N4,ごらんになる,ごらんになる,"(respectful) to see","Jonathan Waller JLPT vocabulary list",2217040,seed
n4-vocab-1004790-be32140e,N4,これから,これから,"after this","Jonathan Waller JLPT vocabulary list",1004790,seed
n4-vocab-1593480-38e2966f,N4,怖い,こわい,frightening,"Jonathan Waller JLPT vocabulary list",1593480,seed
n4-vocab-1199890-c9ce4280,N4,壊す,こわす,"to break","Jonathan Waller JLPT vocabulary list",1199890,seed
n4-vocab-1199900-3d86e722,N4,壊れる,こわれる,"to be broken","Jonathan Waller JLPT vocabulary list",1199900,seed
n4-vocab-1051970-69de8249,N4,コンサート,コンサート,concert,"Jonathan Waller JLPT vocabulary list",1051970,seed
n4-vocab-1289370-54977b43,N4,今度,こんど,"now,next time","Jonathan Waller JLPT vocabulary list",1289370,seed
n4-vocab-1053350-463dc2bd,N4,コンピュータ,コンピュータ,computer,"Jonathan Waller JLPT vocabulary list",1053350,seed
n4-vocab-1053350-e6db34bb,N4,コンピューター,コンピューター,computer,"Jonathan Waller JLPT vocabulary list",1053350,seed
n4-vocab-1289520-d251fd66,N4,今夜,こんや,tonight,"Jonathan Waller JLPT vocabulary list",1289520,seed
n4-vocab-1293780-fbb4d929,N4,最近,さいきん,"latest,nowadays","Jonathan Waller JLPT vocabulary list",1293780,seed
n4-vocab-1293810-7a3e901f,N4,最後,さいご,"last,end","Jonathan Waller JLPT vocabulary list",1293810,seed
n4-vocab-1293990-2b3dd7e8,N4,最初,さいしょ,"beginning,first","Jonathan Waller JLPT vocabulary list",1293990,seed
n4-vocab-1297110-9f646d43,N4,坂,さか,"slope,hill","Jonathan Waller JLPT vocabulary list",1297110,seed
n4-vocab-1593670-f6356022,N4,探す,さがす,"to look for","Jonathan Waller JLPT vocabulary list",1593670,seed
n4-vocab-1184160-f42674cc,N4,下る,さがる,"to get down,to descend","Jonathan Waller JLPT vocabulary list",1184160,seed
n4-vocab-1379750-d365a3d2,N4,盛ん,さかん,"popularity,prosperous","Jonathan Waller JLPT vocabulary list",1379750,seed
n4-vocab-1184170-c4d3cc92,N4,下げる,さげる,"to hang,to lower,to move back","Jonathan Waller JLPT vocabulary list",1184170,seed
n4-vocab-1291270-2dfe8b27,N4,差し上げる,さしあげる,"(polite) to give","Jonathan Waller JLPT vocabulary list",1291270,seed
n4-vocab-1005180-9024687f,N4,先,さっき,"some time ago","Jonathan Waller JLPT vocabulary list",1005180,seed
n4-vocab-1579720-16fc7948,N4,寂しい,さびしい,lonely,"Jonathan Waller JLPT vocabulary list",1579720,seed
n4-vocab-1293640-e3978c0d,N4,さ来月,さらいげつ,"the month after next","Jonathan Waller JLPT vocabulary list",1293640,seed
n4-vocab-1293650-8a94e140,N4,さ来週,さらいしゅう,"the week after next","Jonathan Waller JLPT vocabulary list",1293650,seed
n4-vocab-1057850-049fffd3,N4,サラダ,サラダ,salad,"Jonathan Waller JLPT vocabulary list",1057850,seed
n4-vocab-1403040-900d216d,N4,騒ぐ,さわぐ,"to make noise,to be excited","Jonathan Waller JLPT vocabulary list",1403040,seed
n4-vocab-1357980-0788cc01,N4,触る,さわる,"to touch","Jonathan Waller JLPT vocabulary list",1357980,seed
n4-vocab-1303770-23e38223,N4,産業,さんぎょう,industry,"Jonathan Waller JLPT vocabulary list",1303770,seed
n4-vocab-1058480-794780dd,N4,サンダル,サンダル,sandal,"Jonathan Waller JLPT vocabulary list",1058480,seed
n4-vocab-1058580-b5579bc9,N4,サンドイッチ,サンドイッチ,sandwich,"Jonathan Waller JLPT vocabulary list",1058580,seed
n4-vocab-1304680-ae260b9c,N4,残念,ざんねん,disappointment,"Jonathan Waller JLPT vocabulary list",1304680,seed
n4-vocab-1308090-95f991a9,N4,市,し,city,"Jonathan Waller JLPT vocabulary list",1308090,seed
n4-vocab-1315130-19d62a5b,N4,字,じ,character,"Jonathan Waller JLPT vocabulary list",1315130,seed
n4-vocab-1312420-1624c2f6,N4,試合,しあい,"match,game","Jonathan Waller JLPT vocabulary list",1312420,seed
n4-vocab-1594110-7f04c847,N4,仕方,しかた,method,"Jonathan Waller JLPT vocabulary list",1594110,seed
n4-vocab-1394730-a2405769,N4,然る,しかる,"a particular","Jonathan Waller JLPT vocabulary list",1394730,seed
n4-vocab-1312350-68c194a0,N4,試験,しけん,examination,"Jonathan Waller JLPT vocabulary list",1312350,seed
n4-vocab-1313850-2ce5d20f,N4,事故,じこ,accident,"Jonathan Waller JLPT vocabulary list",1313850,seed
n4-vocab-1421210-878d142a,N4,地震,じしん,earthquake,"Jonathan Waller JLPT vocabulary list",1421210,seed
n4-vocab-1316300-a7d5442d,N4,時代,じだい,era,"Jonathan Waller JLPT vocabulary list",1316300,seed
n4-vocab-1185930-ce9454cb,N4,下着,したぎ,underwear,"Jonathan Waller JLPT vocabulary list",1185930,seed
n4-vocab-1310260-d8c3b334,N4,支度,したく,"to prepare","Jonathan Waller JLPT vocabulary list",1310260,seed
n4-vocab-1594400-5f5492d8,N4,しっかり,しっかり,"firmly,steadily","Jonathan Waller JLPT vocabulary list",1594400,seed
n4-vocab-1320140-ccc860cf,N4,失敗,しっぱい,"failure,mistake","Jonathan Waller JLPT vocabulary list",1320140,seed
n4-vocab-1595270-393b3500,N4,辞典,じてん,dictionary,"Jonathan Waller JLPT vocabulary list",1595270,seed
n4-vocab-1490670-bf896dd2,N4,品物,しなもの,goods,"Jonathan Waller JLPT vocabulary list",1490670,seed
n4-vocab-1304420-efa06eef,N4,しばらく,しばらく,"little while","Jonathan Waller JLPT vocabulary list",1304420,seed
n4-vocab-1446760-e7316745,N4,島,しま,island,"Jonathan Waller JLPT vocabulary list",1446760,seed
n4-vocab-1308690-13890cd4,N4,市民,しみん,citizen,"Jonathan Waller JLPT vocabulary list",1308690,seed
n4-vocab-1314400-fa108ee6,N4,事務所,じむしょ,office,"Jonathan Waller JLPT vocabulary list",1314400,seed
n4-vocab-1322700-95bd82e4,N4,社会,しゃかい,"society,public","Jonathan Waller JLPT vocabulary list",1322700,seed
n4-vocab-1322920-648d587f,N4,社長,しゃちょう,"company president","Jonathan Waller JLPT vocabulary list",1322920,seed
n4-vocab-1323500-5afc4d30,N4,じゃま,じゃま,"hindrance,intrusion","Jonathan Waller JLPT vocabulary list",1323500,seed
n4-vocab-1065680-00a2733b,N4,ジャム,ジャム,jam,"Jonathan Waller JLPT vocabulary list",1065680,seed
n4-vocab-1318720-8e493789,N4,自由,じゆう,freedom,"Jonathan Waller JLPT vocabulary list",1318720,seed
n4-vocab-1333090-3e534c7b,N4,習慣,しゅうかん,"custom,manners","Jonathan Waller JLPT vocabulary list",1333090,seed
n4-vocab-1334080-f17c9c41,N4,住所,じゅうしょ,"an address,a residence","Jonathan Waller JLPT vocabulary list",1334080,seed
n4-vocab-1335440-efc54ecf,N4,柔道,じゅうどう,judo,"Jonathan Waller JLPT vocabulary list",1335440,seed
n4-vocab-1335080-a56a68dc,N4,十分,じゅうぶん,enough,"Jonathan Waller JLPT vocabulary list",1335080,seed
n4-vocab-1339460-f6ccc6e2,N4,出席,しゅっせき,"to attend","Jonathan Waller JLPT vocabulary list",1339460,seed
n4-vocab-1340000-38a66032,N4,出発,しゅっぱつ,"to depart","Jonathan Waller JLPT vocabulary list",1340000,seed
n4-vocab-1329000-6907bc95,N4,趣味,しゅみ,hobby,"Jonathan Waller JLPT vocabulary list",1329000,seed
n4-vocab-1341670-71311c3a,N4,準備,じゅんび,"to prepare","Jonathan Waller JLPT vocabulary list",1341670,seed
n4-vocab-1351430-865d0ff7,N4,紹介,しょうかい,introduction,"Jonathan Waller JLPT vocabulary list",1351430,seed
n4-vocab-1347870-64f00f8d,N4,小学校,しょうがっこう,"elementary school","Jonathan Waller JLPT vocabulary list",1347870,seed
n4-vocab-1348430-6ae234b4,N4,小説,しょうせつ,novel,"Jonathan Waller JLPT vocabulary list",1348430,seed
n4-vocab-1349610-73f8d8a6,N4,招待,しょうたい,"to invite","Jonathan Waller JLPT vocabulary list",1349610,seed
n4-vocab-1349480-c3270f46,N4,承知,しょうち,"to consent","Jonathan Waller JLPT vocabulary list",1349480,seed
n4-vocab-1347710-5d18e522,N4,将来,しょうらい,"future,prospects","Jonathan Waller JLPT vocabulary list",1347710,seed
n4-vocab-1358490-ef80f917,N4,食事,しょくじ,"to have a meal","Jonathan Waller JLPT vocabulary list",1358490,seed
n4-vocab-1358680-c8bbc232,N4,食料品,しょくりょうひん,groceries,"Jonathan Waller JLPT vocabulary list",1358680,seed
n4-vocab-1345250-fee04d0c,N4,女性,じょせい,woman,"Jonathan Waller JLPT vocabulary list",1345250,seed
n4-vocab-1420410-14d0b640,N4,知らせる,しらせる,"to notify","Jonathan Waller JLPT vocabulary list",1420410,seed
n4-vocab-1429060-0ba8144b,N4,調べる,しらべる,"to investigate","Jonathan Waller JLPT vocabulary list",1429060,seed
n4-vocab-1367300-bead1a8d,N4,人口,じんこう,population,"Jonathan Waller JLPT vocabulary list",1367300,seed
n4-vocab-1364670-bb00128d,N4,神社,じんじゃ,"Shinto shrine","Jonathan Waller JLPT vocabulary list",1364670,seed
n4-vocab-1365250-afa9c9c5,N4,親切,しんせつ,kindness,"Jonathan Waller JLPT vocabulary list",1365250,seed
n4-vocab-1360930-fd0596f2,N4,心配,しんぱい,"to worry","Jonathan Waller JLPT vocabulary list",1360930,seed
n4-vocab-1362400-74646356,N4,新聞社,しんぶんしゃ,"newspaper company","Jonathan Waller JLPT vocabulary list",1362400,seed
n4-vocab-1371320-b2e4cc6f,N4,水泳,すいえい,swimming,"Jonathan Waller JLPT vocabulary list",1371320,seed
n4-vocab-1371920-6e88b308,N4,水道,すいどう,"water supply","Jonathan Waller JLPT vocabulary list",1371920,seed
n4-vocab-1372800-27050d7a,N4,ずいぶん,ずいぶん,extremely,"Jonathan Waller JLPT vocabulary list",1372800,seed
n4-vocab-1372980-d01bf66e,N4,数学,すうがく,"mathematics,arithmetic","Jonathan Waller JLPT vocabulary list",1372980,seed
n4-vocab-1066680-c15600ed,N4,スーツ,スーツ,suit,"Jonathan Waller JLPT vocabulary list",1066680,seed
n4-vocab-1066690-ab1176a9,N4,スーツケース,スーツケース,suitcase,"Jonathan Waller JLPT vocabulary list",1066690,seed
n4-vocab-1195970-85a9ce99,N4,過ぎる,すぎる,"to exceed","Jonathan Waller JLPT vocabulary list",1195970,seed
n4-vocab-1586265-f6a5cd9a,N4,空く,すく,"to become empty","Jonathan Waller JLPT vocabulary list",1586265,seed
n4-vocab-1068550-bf3769d5,N4,スクリーン,スクリーン,screen,"Jonathan Waller JLPT vocabulary list",1068550,seed
n4-vocab-1374550-0f6b90f4,N4,凄い,すごい,terrific,"Jonathan Waller JLPT vocabulary list",1374550,seed
n4-vocab-1365980-7356911c,N4,進む,すすむ,"to make progress","Jonathan Waller JLPT vocabulary list",1365980,seed
n4-vocab-1006110-8af190c8,N4,すっかり,すっかり,completely,"Jonathan Waller JLPT vocabulary list",1006110,seed
n4-vocab-1006140-8d9cb059,N4,すっと,すっと,"straight,all of a sudden","Jonathan Waller JLPT vocabulary list",1006140,seed
n4-vocab-1070280-e20994bd,N4,ステーキ,ステーキ,steak,"Jonathan Waller JLPT vocabulary list",1070280,seed
n4-vocab-1322320-6172a29f,N4,捨てる,すてる,"to throw away","Jonathan Waller JLPT vocabulary list",1322320,seed
n4-vocab-1070650-a5ada871,N4,ステレオ,ステレオ,stereo,"Jonathan Waller JLPT vocabulary list",1070650,seed
n4-vocab-1291500-ba88cdfa,N4,砂,すな,sand,"Jonathan Waller JLPT vocabulary list",1291500,seed
n4-vocab-1397300-bc4b5a80,N4,すばらしい,すばらしい,wonderful,"Jonathan Waller JLPT vocabulary list",1397300,seed
n4-vocab-1208640-a538753f,N4,滑る,すべる,"to slide,to slip","Jonathan Waller JLPT vocabulary list",1208640,seed
n4-vocab-1246440-a447f841,N4,隅,すみ,"corner,nook","Jonathan Waller JLPT vocabulary list",1246440,seed
n4-vocab-1295070-5c43c279,N4,済む,すむ,"to finish","Jonathan Waller JLPT vocabulary list",1295070,seed
n4-vocab-1567450-9432a6ec,N4,掏摸,すり,pickpocket,"Jonathan Waller JLPT vocabulary list",1567450,seed
n4-vocab-1006280-225cc2dd,N4,すると,すると,then,"Jonathan Waller JLPT vocabulary list",1006280,seed
n4-vocab-1378860-818e5988,N4,生活,せいかつ,"to live","Jonathan Waller JLPT vocabulary list",1378860,seed
n4-vocab-1378990-1bb1ec04,N4,生産,せいさん,"to produce","Jonathan Waller JLPT vocabulary list",1378990,seed
n4-vocab-1375970-e3e3267a,N4,政治,せいじ,"politics,government","Jonathan Waller JLPT vocabulary list",1375970,seed
n4-vocab-1381100-ac176317,N4,西洋,せいよう,"western countries","Jonathan Waller JLPT vocabulary list",1381100,seed
n4-vocab-1373860-74a5b322,N4,世界,せかい,"the world","Jonathan Waller JLPT vocabulary list",1373860,seed
n4-vocab-1382250-c9954610,N4,席,せき,seat,"Jonathan Waller JLPT vocabulary list",1382250,seed
n4-vocab-1386460-716dcd9d,N4,説明,せつめい,explanation,"Jonathan Waller JLPT vocabulary list",1386460,seed
n4-vocab-1472800-b5f8f32b,N4,背中,せなか,"back of the body","Jonathan Waller JLPT vocabulary list",1472800,seed
n4-vocab-1374530-cd5cb44a,N4,ぜひ,ぜひ,"without fail","Jonathan Waller JLPT vocabulary list",1374530,seed
n4-vocab-1374300-e3c266ff,N4,世話,せわ,"to look after","Jonathan Waller JLPT vocabulary list",1374300,seed
n4-vocab-1391780-030486a5,N4,線,せん,line,"Jonathan Waller JLPT vocabulary list",1391780,seed
n4-vocab-1395620-df83fb9a,N4,全然,ぜんぜん,"not entirely (used in a negative sentence)","Jonathan Waller JLPT vocabulary list",1395620,seed
n4-vocab-1390360-b9611736,N4,戦争,せんそう,war,"Jonathan Waller JLPT vocabulary list",1390360,seed
n4-vocab-1388410-5a6e16a7,N4,先輩,せんぱい,senior,"Jonathan Waller JLPT vocabulary list",1388410,seed
n4-vocab-1006610-88dd8d8e,N4,そう,そう,really,"Jonathan Waller JLPT vocabulary list",1006610,seed
n4-vocab-1401210-25938fd5,N4,相談,そうだん,"to discuss","Jonathan Waller JLPT vocabulary list",1401210,seed
n4-vocab-1160570-8c051f86,N4,育てる,そだてる,"to rear,to bring up","Jonathan Waller JLPT vocabulary list",1160570,seed
n4-vocab-1405890-603c3508,N4,卒業,そつぎょう,graduation,"Jonathan Waller JLPT vocabulary list",1405890,seed
n4-vocab-1396840-0c61521d,N4,祖父,そふ,grandfather,"Jonathan Waller JLPT vocabulary list",1396840,seed
n4-vocab-1075500-31863f8b,N4,ソフト,ソフト,soft,"Jonathan Waller JLPT vocabulary list",1075500,seed
n4-vocab-1396860-c1f497f7,N4,祖母,そぼ,grandmother,"Jonathan Waller JLPT vocabulary list",1396860,seed
n4-vocab-1007000-79653fbf,N4,それで,それで,"because of that","Jonathan Waller JLPT vocabulary list",1007000,seed
n4-vocab-1007040-cc8c0a86,N4,それに,それに,moreover,"Jonathan Waller JLPT vocabulary list",1007040,seed
n4-vocab-1007060-259c49c8,N4,それほど,それほど,"to that extent","Jonathan Waller JLPT vocabulary list",1007060,seed
n4-vocab-1345605-1283c194,N4,そろそろ,そろそろ,"gradually,soon","Jonathan Waller JLPT vocabulary list",1345605,seed
n4-vocab-1007130-deae677d,N4,そんな,そんな,"that sort of","Jonathan Waller JLPT vocabulary list",1007130,seed
n4-vocab-2008740-52e7f432,N4,そんなに,そんなに,"so much,like that","Jonathan Waller JLPT vocabulary list",2008740,seed
n4-vocab-1411300-93d7e3c0,N4,退院,たいいん,"to leave hospital","Jonathan Waller JLPT vocabulary list",1411300,seed
n4-vocab-1413260-7a85fa4f,N4,大学生,だいがくせい,"university student","Jonathan Waller JLPT vocabulary list",1413260,seed
n4-vocab-1413940-73bd503b,N4,大事,だいじ,"important,valuable,serious matter","Jonathan Waller JLPT vocabulary list",1413940,seed
n4-vocab-1414470-26cffdba,N4,大体,だいたい,generally,"Jonathan Waller JLPT vocabulary list",1414470,seed
n4-vocab-1414580-624c1496,N4,大抵,たいてい,usually,"Jonathan Waller JLPT vocabulary list",1414580,seed
n4-vocab-1075940-88980e5f,N4,タイプ,タイプ,"type,style","Jonathan Waller JLPT vocabulary list",1075940,seed
n4-vocab-1414920-d6afc13d,N4,大分,だいぶ,greatly,"Jonathan Waller JLPT vocabulary list",1414920,seed
n4-vocab-1596780-459523d5,N4,台風,たいふう,typhoon,"Jonathan Waller JLPT vocabulary list",1596780,seed
n4-vocab-1445790-a5bd0fe6,N4,倒れる,たおれる,"to break down","Jonathan Waller JLPT vocabulary list",1445790,seed
n4-vocab-1007310-85890dbc,N4,だから,だから,"so,therefore","Jonathan Waller JLPT vocabulary list",1007310,seed
n4-vocab-1596930-b5148351,N4,確か,たしか,definite,"Jonathan Waller JLPT vocabulary list",1596930,seed
n4-vocab-1404700-4a4bc4fe,N4,足す,たす,"to add a number","Jonathan Waller JLPT vocabulary list",1404700,seed
n4-vocab-1518070-b5f5852b,N4,訪ねる,たずねる,"to visit","Jonathan Waller JLPT vocabulary list",1518070,seed
n4-vocab-1369940-d1d2694b,N4,尋ねる,たずねる,"to ask","Jonathan Waller JLPT vocabulary list",1369940,seed
n4-vocab-1376600-1a83302d,N4,正しい,ただしい,correct,"Jonathan Waller JLPT vocabulary list",1376600,seed
n4-vocab-1356750-499d2da1,N4,畳,たたみ,"Japanese straw mat","Jonathan Waller JLPT vocabulary list",1356750,seed
n4-vocab-1551530-a7032f31,N4,立てる,たてる,"to stand something up","Jonathan Waller JLPT vocabulary list",1551530,seed
n4-vocab-1257330-9b1059d1,N4,建てる,たてる,"to build","Jonathan Waller JLPT vocabulary list",1257330,seed
n4-vocab-1556370-7c28752d,N4,例えば,たとえば,"for example","Jonathan Waller JLPT vocabulary list",1556370,seed
n4-vocab-1416700-63339eca,N4,棚,たな,shelves,"Jonathan Waller JLPT vocabulary list",1416700,seed
n4-vocab-1207250-a39282e0,N4,楽しみ,たのしみ,joy,"Jonathan Waller JLPT vocabulary list",1207250,seed
n4-vocab-1207270-b5947582,N4,楽む,たのしむ,"to enjoy oneself","Jonathan Waller JLPT vocabulary list",1207270,seed
n4-vocab-1634500-344e88d3,N4,たまに,たまに,occasionally,"Jonathan Waller JLPT vocabulary list",1634500,seed
n4-vocab-1157080-b9b58836,N4,為,ため,"in order to","Jonathan Waller JLPT vocabulary list",1157080,seed
n4-vocab-1409110-27f7a247,N4,だめ,だめ,"no good","Jonathan Waller JLPT vocabulary list",1409110,seed
n4-vocab-1404740-45c57de2,N4,足りる,たりる,"to be enough","Jonathan Waller JLPT vocabulary list",1404740,seed
n4-vocab-1420160-cadd8dcd,N4,男性,だんせい,male,"Jonathan Waller JLPT vocabulary list",1420160,seed
n4-vocab-1419860-2f9eb499,N4,暖房,だんぼう,heating,"Jonathan Waller JLPT vocabulary list",1419860,seed
n4-vocab-1255060-778156e1,N4,血,ち,blood,"Jonathan Waller JLPT vocabulary list",1255060,seed
n4-vocab-1077550-f1b68e12,N4,チェック,チェック,"to check","Jonathan Waller JLPT vocabulary list",1077550,seed
n4-vocab-1554820-78c5f8dc,N4,力,ちから,"strength,power","Jonathan Waller JLPT vocabulary list",1554820,seed
n4-vocab-1007560-26620a16,N4,ちっとも,ちっとも,"not at all (used with a negative verb)","Jonathan Waller JLPT vocabulary list",1007560,seed
n4-vocab-1007660-39e15706,N4,ちゃん,ちゃん,"suffix for familiar female person","Jonathan Waller JLPT vocabulary list",1007660,seed
n4-vocab-1426530-89c03f39,N4,注意,ちゅうい,caution,"Jonathan Waller JLPT vocabulary list",1426530,seed
n4-vocab-1423650-71a02e0d,N4,中学校,ちゅうがっこう,"junior high school,middle school","Jonathan Waller JLPT vocabulary list",1423650,seed
n4-vocab-1426590-9cc824e2,N4,注射,ちゅうしゃ,injection,"Jonathan Waller JLPT vocabulary list",1426590,seed
n4-vocab-1426920-0fb2aba2,N4,駐車場,ちゅうしゃじょう,"parking lot","Jonathan Waller JLPT vocabulary list",1426920,seed
n4-vocab-1421540-56e4a00c,N4,地理,ちり,geography,"Jonathan Waller JLPT vocabulary list",1421540,seed
n4-vocab-1597780-961401db,N4,捕まえる,つかまえる,"to seize","Jonathan Waller JLPT vocabulary list",1597780,seed
n4-vocab-1255430-0310849e,N4,月,つき,moon,"Jonathan Waller JLPT vocabulary list",1255430,seed
n4-vocab-1495740-f0153666,N4,付く,つく,"to be attached","Jonathan Waller JLPT vocabulary list",1495740,seed
n4-vocab-1433680-afe0c41e,N4,漬ける,つける,"to soak,to pickle","Jonathan Waller JLPT vocabulary list",1433680,seed
n4-vocab-1444980-01de7a61,N4,都合,つごう,"circumstances,convenience","Jonathan Waller JLPT vocabulary list",1444980,seed
n4-vocab-1441870-fa0fcd16,N4,伝える,つたえる,"to report","Jonathan Waller JLPT vocabulary list",1441870,seed
n4-vocab-1405790-01487fa0,N4,続く,つづく,"to be continued","Jonathan Waller JLPT vocabulary list",1405790,seed
n4-vocab-1405800-24f9dc72,N4,続ける,つづける,"to continue","Jonathan Waller JLPT vocabulary list",1405800,seed
n4-vocab-1584060-e204b32e,N4,包む,つつむ,"to wrap","Jonathan Waller JLPT vocabulary list",1584060,seed
n4-vocab-1294330-f8e1b822,N4,妻,つま,"(humble) wife","Jonathan Waller JLPT vocabulary list",1294330,seed
n4-vocab-1382980-47808ee6,N4,積もり,つもり,intention,"Jonathan Waller JLPT vocabulary list",1382980,seed
n4-vocab-1434120-d17956dd,N4,釣る,つる,"to fish","Jonathan Waller JLPT vocabulary list",1434120,seed
n4-vocab-1559290-27631a11,N4,連れる,つれる,"to lead","Jonathan Waller JLPT vocabulary list",1559290,seed
n4-vocab-1427360-ad67c73b,N4,丁寧,ていねい,polite,"Jonathan Waller JLPT vocabulary list",1427360,seed
n4-vocab-1079290-8b838e1f,N4,テキスト,テキスト,"text,text book","Jonathan Waller JLPT vocabulary list",1079290,seed
n4-vocab-1437450-24378de0,N4,適当,てきとう,suitability,"Jonathan Waller JLPT vocabulary list",1437450,seed
n4-vocab-1340460-02b78ad3,N4,できるだけ,できるだけ,"as much as possible","Jonathan Waller JLPT vocabulary list",1340460,seed
n4-vocab-1328190-270e88cf,N4,手伝う,てつだう,"to assist","Jonathan Waller JLPT vocabulary list",1328190,seed
n4-vocab-1080000-197fa663,N4,テニス,テニス,tennis,"Jonathan Waller JLPT vocabulary list",1080000,seed
n4-vocab-1328090-90140088,N4,手袋,てぶくろ,glove,"Jonathan Waller JLPT vocabulary list",1328090,seed
n4-vocab-1315240-f10c32a9,N4,寺,てら,temple,"Jonathan Waller JLPT vocabulary list",1315240,seed
n4-vocab-1441390-e0793ef5,N4,点,てん,"point,dot","Jonathan Waller JLPT vocabulary list",1441390,seed
n4-vocab-1440670-59f3237e,N4,店員,てんいん,"shop assistant","Jonathan Waller JLPT vocabulary list",1440670,seed
n4-vocab-1438770-b2dd6198,N4,天気予報,てんきよほう,"weather forecast","Jonathan Waller JLPT vocabulary list",1438770,seed
n4-vocab-1443660-657bc037,N4,電灯,でんとう,"electric light","Jonathan Waller JLPT vocabulary list",1443660,seed
n4-vocab-1443760-10994961,N4,電報,でんぽう,telegram,"Jonathan Waller JLPT vocabulary list",1443760,seed
n4-vocab-1440660-5293f948,N4,展覧会,てんらんかい,exhibition,"Jonathan Waller JLPT vocabulary list",1440660,seed
n4-vocab-1621470-7b89b391,N4,都,と,metropolitan,"Jonathan Waller JLPT vocabulary list",1621470,seed
n4-vocab-1454180-8ad71fbe,N4,道具,どうぐ,"tool,means","Jonathan Waller JLPT vocabulary list",1454180,seed
n4-vocab-1449890-ea721bf1,N4,到頭,とうとう,"finally, after all","Jonathan Waller JLPT vocabulary list",1449890,seed
n4-vocab-1451490-8310a6f7,N4,動物園,どうぶつえん,zoo,"Jonathan Waller JLPT vocabulary list",1451490,seed
n4-vocab-1177820-0ea4b316,N4,遠く,とおく,distant,"Jonathan Waller JLPT vocabulary list",1177820,seed
n4-vocab-1433030-16ea1d3f,N4,通る,とおる,"to go through","Jonathan Waller JLPT vocabulary list",1433030,seed
n4-vocab-1454670-e230b972,N4,特に,とくに,"particularly,especially","Jonathan Waller JLPT vocabulary list",1454670,seed
n4-vocab-1455280-95e97e5c,N4,特別,とくべつ,special,"Jonathan Waller JLPT vocabulary list",1455280,seed
n4-vocab-1349410-fd828bf9,N4,とこや,とこや,barber,"Jonathan Waller JLPT vocabulary list",1349410,seed
n4-vocab-1582200-7e967e4f,N4,途中,とちゅう,"on the way","Jonathan Waller JLPT vocabulary list",1582200,seed
n4-vocab-1454750-95e4cc68,N4,特急,とっきゅう,"limited express train (faster than an express train)","Jonathan Waller JLPT vocabulary list",1454750,seed
n4-vocab-1457210-9538a0dc,N4,届ける,とどける,"to reach","Jonathan Waller JLPT vocabulary list",1457210,seed
n4-vocab-1474850-673eda4e,N4,泊まる,とまる,"to lodge at","Jonathan Waller JLPT vocabulary list",1474850,seed
n4-vocab-1310670-520fe5c1,N4,止める,とめる,"to stop something","Jonathan Waller JLPT vocabulary list",1310670,seed
n4-vocab-1326830-98367f6e,N4,取り替える,とりかえる,"to exchange","Jonathan Waller JLPT vocabulary list",1326830,seed
n4-vocab-1599340-96e9e4e6,N4,泥棒,どろぼう,thief,"Jonathan Waller JLPT vocabulary list",1599340,seed
n4-vocab-1009320-79cc02d1,N4,どんどん,どんどん,"more and more","Jonathan Waller JLPT vocabulary list",1009320,seed
n4-vocab-1599390-db5ee84e,N4,直す,なおす,"to fix,to repair","Jonathan Waller JLPT vocabulary list",1599390,seed
n4-vocab-2846390-a8ed7e73,N4,直る,なおる,"to be fixed,to be repaired","Jonathan Waller JLPT vocabulary list",2846390,seed
n4-vocab-1599400-3037b778,N4,治る,なおる,"to be cured,to heal","Jonathan Waller JLPT vocabulary list",1599400,seed
n4-vocab-1599420-f89b3114,N4,中々,なかなか,considerably,"Jonathan Waller JLPT vocabulary list",1599420,seed
n4-vocab-1229840-852e7cc7,N4,泣く,なく,"to weep","Jonathan Waller JLPT vocabulary list",1229840,seed
n4-vocab-1529550-6a801b13,N4,無くなる,なくなる,"to disappear,to get lost","Jonathan Waller JLPT vocabulary list",1529550,seed
n4-vocab-1518540-13e8ed28,N4,亡くなる,なくなる,"to die","Jonathan Waller JLPT vocabulary list",1518540,seed
n4-vocab-1447000-7fd96976,N4,投げる,なげる,"to throw or cast away","Jonathan Waller JLPT vocabulary list",1447000,seed
n4-vocab-1157090-21219a56,N4,なさる,なさる,"(respectful) to do","Jonathan Waller JLPT vocabulary list",1157090,seed
n4-vocab-1532910-33caefb2,N4,鳴る,なる,"to sound","Jonathan Waller JLPT vocabulary list",1532910,seed
n4-vocab-1375620-9286c13a,N4,なるべく,なるべく,"as much as possible","Jonathan Waller JLPT vocabulary list",1375620,seed
